threshold,precision,recall,f1
0.8500000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873
0.8600000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873
0.8700000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873
0.8800000000000002,1.0,0.6741176470588235,0.8053408292340126
0.8900000000000002,1.0,0.6741176470588235,0.8053408292340126
0.9000000000000002,1.0,0.6741176470588235,0.8053408292340126
0.9100000000000003,1.0,0.6741176470588235,0.8053408292340126
0.9200000000000003,1.0,0.6741176470588235,0.8053408292340126
0.9300000000000002,1.0,0.6741176470588235,0.8053408292340126
0.9400000000000002,1.0,0.6741176470588235,0.8053408292340126
0.9500000000000002,1.0,0.6741176470588235,0.8053408292340126
