threshold,precision,recall,f1,model
0.7000000000000002,0.9391217564870259,0.5535294117647059,0.6965210954848261,LogisticRegression
0.7100000000000002,0.942366026289181,0.548235294117647,0.6931944960952027,LogisticRegression
0.7200000000000002,0.944672131147541,0.5423529411764706,0.6890881913303438,LogisticRegression
0.7300000000000002,0.9490644490644491,0.5370588235294118,0.6859504132231405,LogisticRegression
0.7400000000000002,0.9493136219640972,0.5288235294117647,0.6792595391008689,LogisticRegression
0.7500000000000002,0.9526372443487621,0.5205882352941177,0.6732597945987068,LogisticRegression
0.7600000000000002,0.9585605234460196,0.5170588235294118,0.6717615590370654,LogisticRegression
0.7700000000000002,0.9634551495016611,0.5117647058823529,0.6684594698424894,LogisticRegression
0.7800000000000001,0.9674523007856342,0.5070588235294118,0.6653801620995754,LogisticRegression
0.7900000000000001,0.9747995418098511,0.5005882352941177,0.6614846482705014,LogisticRegression
0.8000000000000002,0.9757225433526011,0.4964705882352941,0.6580896686159844,LogisticRegression
0.8100000000000002,0.9800469483568075,0.49117647058823527,0.6543887147335423,LogisticRegression
0.8200000000000002,0.9810201660735468,0.4864705882352941,0.6504128981517893,LogisticRegression
0.8300000000000002,0.9820574162679426,0.48294117647058826,0.6474763406940063,LogisticRegression
0.8400000000000002,0.9852579852579852,0.4717647058823529,0.6380270485282419,LogisticRegression
0.8500000000000002,0.9874371859296482,0.4623529411764706,0.6298076923076923,LogisticRegression
0.8600000000000002,0.9871630295250321,0.45235294117647057,0.6204114562323517,LogisticRegression
0.8700000000000002,0.9881889763779528,0.4429411764705882,0.6116978066612511,LogisticRegression
0.8800000000000002,0.9892761394101877,0.43411764705882355,0.6034341782502044,LogisticRegression
0.8900000000000002,0.9917355371900827,0.4235294117647059,0.5935696619950536,LogisticRegression
0.9000000000000002,0.9915254237288136,0.41294117647058826,0.5830564784053156,LogisticRegression
0.9100000000000003,0.9941860465116279,0.4023529411764706,0.5728643216080402,LogisticRegression
0.9200000000000003,0.9969788519637462,0.38823529411764707,0.558848433530906,LogisticRegression
0.9300000000000002,0.9968503937007874,0.3723529411764706,0.5421841541755889,LogisticRegression
0.9400000000000002,0.998371335504886,0.36058823529411765,0.5298184961106309,LogisticRegression
0.9500000000000002,1.0,0.34,0.5074626865671642,LogisticRegression
0.05,0.3874163983155809,0.92,0.5452327000174307,RandomForest
0.060000000000000005,0.41799513644960823,0.91,0.5728568783558601,RandomForest
0.07,0.4334374112971899,0.898235294117647,0.5847214244686961,RandomForest
0.08000000000000002,0.45866261398176295,0.8876470588235295,0.604809619238477,RandomForest
0.09000000000000001,0.477359693877551,0.8805882352941177,0.6191066997518611,RandomForest
0.1,0.49287843656840014,0.8752941176470588,0.6306420851875397,RandomForest
0.11000000000000001,0.5140252454417953,0.8623529411764705,0.6441124780316344,RandomForest
0.12000000000000001,0.5299707602339181,0.8529411764705882,0.6537421100090172,RandomForest
0.13,0.5422004521477016,0.8464705882352941,0.6610013780431787,RandomForest
0.14,0.5578204625637005,0.8370588235294117,0.6694895318748529,RandomForest
0.15000000000000002,0.5728234336859235,0.8282352941176471,0.6772486772486772,RandomForest
0.16000000000000003,0.5900463939266133,0.8229411764705883,0.6873004175878162,RandomForest
0.17000000000000004,0.6086002632733655,0.8158823529411765,0.6971600904749937,RandomForest
0.18000000000000005,0.6242067089755213,0.81,0.7050691244239631,RandomForest
0.19,0.6367006487488415,0.808235294117647,0.7122861586314152,RandomForest
0.2,0.6494992846924177,0.8011764705882353,0.7174084803792468,RandomForest
0.21000000000000002,0.6655155402072027,0.7935294117647059,0.7239066273141938,RandomForest
0.22000000000000003,0.6822572445348246,0.7894117647058824,0.7319334605944914,RandomForest
0.23000000000000004,0.6943140323422013,0.7829411764705883,0.7359690351119712,RandomForest
0.24000000000000005,0.7094339622641509,0.7741176470588236,0.740365682137834,RandomForest
0.25000000000000006,0.725,0.7676470588235295,0.7457142857142857,RandomForest
0.26000000000000006,0.7370517928286853,0.7617647058823529,0.7492045125831646,RandomForest
0.27,0.7455279861511829,0.76,0.752694436353044,RandomForest
0.28,0.7569650266745702,0.7511764705882353,0.7540596397992324,RandomForest
0.29000000000000004,0.7693704600484261,0.7476470588235294,0.7583532219570406,RandomForest
0.30000000000000004,0.7795566502463054,0.7447058823529412,0.7617328519855595,RandomForest
0.31000000000000005,0.7924528301886793,0.7411764705882353,0.7659574468085106,RandomForest
0.32000000000000006,0.8028169014084507,0.7376470588235294,0.768853464132434,RandomForest
0.33,0.811443433029909,0.7341176470588235,0.7708462013588635,RandomForest
0.34,0.8219722038385175,0.7305882352941176,0.7735907816879477,RandomForest
0.35000000000000003,0.8289738430583501,0.7270588235294118,0.7746787840802256,RandomForest
0.36000000000000004,0.8380952380952381,0.7247058823529412,0.7772870662460568,RandomForest
0.37000000000000005,0.8466850828729282,0.7211764705882353,0.7789072426937739,RandomForest
0.38000000000000006,0.8515679442508711,0.7188235294117648,0.779585326953748,RandomForest
0.39000000000000007,0.8597603946441156,0.7176470588235294,0.782302019878166,RandomForest
0.4000000000000001,0.8650568181818182,0.7164705882352941,0.7837837837837838,RandomForest
0.4100000000000001,0.8739193083573487,0.7135294117647059,0.7856217616580311,RandomForest
0.42000000000000004,0.8831263696128561,0.7111764705882353,0.7878787878787878,RandomForest
0.43000000000000005,0.889792899408284,0.7076470588235294,0.7883355176933159,RandomForest
0.44000000000000006,0.8954443614637789,0.7052941176470588,0.7890753537347812,RandomForest
0.45000000000000007,0.9031037093111279,0.701764705882353,0.7898047004303211,RandomForest
0.4600000000000001,0.9118098159509203,0.6994117647058824,0.7916111850865513,RandomForest
0.4700000000000001,0.921461897356143,0.6970588235294117,0.7937039517749498,RandomForest
0.4800000000000001,0.9270588235294117,0.6952941176470588,0.7946218487394958,RandomForest
0.49000000000000005,0.935126582278481,0.6952941176470588,0.7975708502024291,RandomForest
0.5000000000000001,0.9409417398244214,0.6935294117647058,0.7985099898408399,RandomForest
0.5100000000000001,0.9424,0.6929411764705883,0.7986440677966101,RandomForest
0.5200000000000001,0.9453376205787781,0.691764705882353,0.7989130434782609,RandomForest
0.5300000000000001,0.9474959612277868,0.69,0.7985023825731791,RandomForest
0.5400000000000001,0.950487012987013,0.6888235294117647,0.7987721691678036,RandomForest
0.5500000000000002,0.9566639411283728,0.6882352941176471,0.8005473828258638,RandomForest
0.5600000000000002,0.9589490968801314,0.6870588235294117,0.800548320767649,RandomForest
0.5700000000000002,0.9620774938169827,0.6864705882352942,0.8012358393408857,RandomForest
0.5800000000000002,0.9644628099173553,0.6864705882352942,0.8020618556701031,RandomForest
0.5900000000000002,0.969243557772236,0.6858823529411765,0.8033069238718566,RandomForest
0.6000000000000002,0.9708090075062552,0.6847058823529412,0.8030355294929286,RandomForest
0.6100000000000001,0.9732217573221758,0.6841176470588235,0.803454231433506,RandomForest
0.6200000000000001,0.9739932885906041,0.6829411764705883,0.8029045643153527,RandomForest
0.6300000000000001,0.9764111204717776,0.6817647058823529,0.8029095947350191,RandomForest
0.6400000000000001,0.9780405405405406,0.6811764705882353,0.8030513176144244,RandomForest
0.6500000000000001,0.9813242784380306,0.68,0.8033356497567755,RandomForest
0.6600000000000001,0.9838022165387894,0.6788235294117647,0.8033414549251653,RandomForest
0.6700000000000002,0.9871685201026519,0.6788235294117647,0.8044614848379226,RandomForest
0.6800000000000002,0.9905254091300603,0.6764705882352942,0.8039147151345684,RandomForest
0.6900000000000002,0.9939498703543648,0.6764705882352942,0.8050402520126007,RandomForest
0.7000000000000002,0.9956672443674177,0.6758823529411765,0.8051857042747022,RandomForest
0.7100000000000002,0.9956634865568084,0.6752941176470588,0.8047669120224326,RandomForest
0.7200000000000002,0.9965277777777778,0.6752941176470588,0.8050490883590463,RandomForest
0.7300000000000002,0.9965277777777778,0.6752941176470588,0.8050490883590463,RandomForest
0.7400000000000002,0.9973935708079931,0.6752941176470588,0.805331462644686,RandomForest
0.7500000000000002,0.9982608695652174,0.6752941176470588,0.8056140350877193,RandomForest
0.7600000000000002,1.0,0.6747058823529412,0.8057604495960661,RandomForest
0.7700000000000002,1.0,0.6747058823529412,0.8057604495960661,RandomForest
0.7800000000000001,1.0,0.6747058823529412,0.8057604495960661,RandomForest
0.7900000000000001,1.0,0.6747058823529412,0.8057604495960661,RandomForest
0.8000000000000002,1.0,0.6747058823529412,0.8057604495960661,RandomForest
0.8100000000000002,1.0,0.6747058823529412,0.8057604495960661,RandomForest
0.8200000000000002,1.0,0.6747058823529412,0.8057604495960661,RandomForest
0.8300000000000002,1.0,0.6747058823529412,0.8057604495960661,RandomForest
0.8400000000000002,1.0,0.6747058823529412,0.8057604495960661,RandomForest
0.8500000000000002,1.0,0.6747058823529412,0.8057604495960661,RandomForest
0.8600000000000002,1.0,0.6741176470588235,0.8053408292340126,RandomForest
0.8700000000000002,1.0,0.6729411764705883,0.8045007032348804,RandomForest
0.8800000000000002,1.0,0.6723529411764706,0.8040801969750264,RandomForest
0.8900000000000002,1.0,0.668235294117647,0.8011283497884344,RandomForest
0.9000000000000002,1.0,0.6664705882352941,0.799858806918461,RandomForest
0.9100000000000003,1.0,0.6629411764705883,0.7973116377785638,RandomForest
0.9200000000000003,1.0,0.6570588235294118,0.7930422435214768,RandomForest
0.9300000000000002,1.0,0.6447058823529411,0.7839771101573677,RandomForest
0.9400000000000002,1.0,0.6323529411764706,0.7747747747747747,RandomForest
0.9500000000000002,1.0,0.6111764705882353,0.7586710478276744,RandomForest
0.05,0.36003482803656944,0.9729411764705882,0.5255799173816333,ProdModel
0.060000000000000005,0.3967867575462512,0.9588235294117647,0.5612947658402204,ProdModel
0.07,0.39833822091886606,0.9588235294117647,0.5628453038674033,ProdModel
0.08000000000000002,0.40928698299923877,0.9488235294117647,0.5718844176564439,ProdModel
0.09000000000000001,0.40928698299923877,0.9488235294117647,0.5718844176564439,ProdModel
0.1,0.49806701030927836,0.9094117647058824,0.6436303080766028,ProdModel
0.11000000000000001,0.49806701030927836,0.9094117647058824,0.6436303080766028,ProdModel
0.12000000000000001,0.5424766018718502,0.8864705882352941,0.6730683340777133,ProdModel
0.13,0.5627118644067797,0.8788235294117647,0.6861079219288174,ProdModel
0.14,0.5627118644067797,0.8788235294117647,0.6861079219288174,ProdModel
0.15000000000000002,0.6759481517042727,0.8282352941176471,0.7443827650013217,ProdModel
0.16000000000000003,0.6759481517042727,0.8282352941176471,0.7443827650013217,ProdModel
0.17000000000000004,0.6759481517042727,0.8282352941176471,0.7443827650013217,ProdModel
0.18000000000000005,0.6759481517042727,0.8282352941176471,0.7443827650013217,ProdModel
0.19,0.6973486743371686,0.82,0.7537172208705055,ProdModel
0.2,0.6973486743371686,0.82,0.7537172208705055,ProdModel
0.21000000000000002,0.6973486743371686,0.82,0.7537172208705055,ProdModel
0.22000000000000003,0.6976976976976977,0.82,0.7539210383991347,ProdModel
0.23000000000000004,0.729021913415286,0.8023529411764706,0.763931671800616,ProdModel
0.24000000000000005,0.7432950191570882,0.7988235294117647,0.7700595406861356,ProdModel
0.25000000000000006,0.8087871287128713,0.7688235294117647,0.7882991556091676,ProdModel
0.26000000000000006,0.8087871287128713,0.7688235294117647,0.7882991556091676,ProdModel
0.27,0.8087871287128713,0.7688235294117647,0.7882991556091676,ProdModel
0.28,0.8087871287128713,0.7688235294117647,0.7882991556091676,ProdModel
0.29000000000000004,0.8087871287128713,0.7688235294117647,0.7882991556091676,ProdModel
0.30000000000000004,0.8087871287128713,0.7688235294117647,0.7882991556091676,ProdModel
0.31000000000000005,0.9124629080118695,0.7235294117647059,0.8070866141732284,ProdModel
0.32000000000000006,0.9124629080118695,0.7235294117647059,0.8070866141732284,ProdModel
0.33,0.9124629080118695,0.7235294117647059,0.8070866141732284,ProdModel
0.34,0.9157345264727815,0.7223529411764706,0.8076290693850707,ProdModel
0.35000000000000003,0.9157345264727815,0.7223529411764706,0.8076290693850707,ProdModel
0.36000000000000004,0.9157345264727815,0.7223529411764706,0.8076290693850707,ProdModel
0.37000000000000005,0.9157345264727815,0.7223529411764706,0.8076290693850707,ProdModel
0.38000000000000006,0.9164179104477612,0.7223529411764706,0.8078947368421052,ProdModel
0.39000000000000007,0.9293394777265745,0.711764705882353,0.8061292471685543,ProdModel
0.4000000000000001,0.9293394777265745,0.711764705882353,0.8061292471685543,ProdModel
0.4100000000000001,0.9293394777265745,0.711764705882353,0.8061292471685543,ProdModel
0.42000000000000004,0.9839932603201348,0.6870588235294117,0.8091444405957742,ProdModel
0.43000000000000005,0.9839932603201348,0.6870588235294117,0.8091444405957742,ProdModel
0.44000000000000006,0.9839932603201348,0.6870588235294117,0.8091444405957742,ProdModel
0.45000000000000007,0.9839932603201348,0.6870588235294117,0.8091444405957742,ProdModel
0.4600000000000001,0.9839932603201348,0.6870588235294117,0.8091444405957742,ProdModel
0.4700000000000001,0.9839932603201348,0.6870588235294117,0.8091444405957742,ProdModel
0.4800000000000001,0.9839932603201348,0.6870588235294117,0.8091444405957742,ProdModel
0.49000000000000005,0.9839932603201348,0.6870588235294117,0.8091444405957742,ProdModel
0.5000000000000001,0.9914456800684346,0.6817647058823529,0.8079470198675497,ProdModel
0.5100000000000001,0.9914456800684346,0.6817647058823529,0.8079470198675497,ProdModel
0.5200000000000001,0.9914456800684346,0.6817647058823529,0.8079470198675497,ProdModel
0.5300000000000001,0.9914456800684346,0.6817647058823529,0.8079470198675497,ProdModel
0.5400000000000001,0.9914456800684346,0.6817647058823529,0.8079470198675497,ProdModel
0.5500000000000002,0.9914456800684346,0.6817647058823529,0.8079470198675497,ProdModel
0.5600000000000002,0.9914456800684346,0.6817647058823529,0.8079470198675497,ProdModel
0.5700000000000002,0.9914456800684346,0.6817647058823529,0.8079470198675497,ProdModel
0.5800000000000002,0.9914456800684346,0.6817647058823529,0.8079470198675497,ProdModel
0.5900000000000002,0.9914456800684346,0.6817647058823529,0.8079470198675497,ProdModel
0.6000000000000002,0.9914383561643836,0.6811764705882353,0.8075313807531381,ProdModel
0.6100000000000001,0.9939759036144579,0.6794117647058824,0.8071278825995807,ProdModel
0.6200000000000001,0.9948275862068966,0.6788235294117647,0.806993006993007,ProdModel
0.6300000000000001,0.9948275862068966,0.6788235294117647,0.806993006993007,ProdModel
0.6400000000000001,0.995674740484429,0.6770588235294117,0.8060224089635855,ProdModel
0.6500000000000001,0.9965307892454467,0.6758823529411765,0.8054679284963197,ProdModel
0.6600000000000001,0.9965277777777778,0.6752941176470588,0.8050490883590463,ProdModel
0.6700000000000002,0.9991289198606271,0.6747058823529412,0.8054775280898876,ProdModel
0.6800000000000002,0.9991289198606271,0.6747058823529412,0.8054775280898876,ProdModel
0.6900000000000002,0.9991289198606271,0.6747058823529412,0.8054775280898876,ProdModel
0.7000000000000002,0.9991289198606271,0.6747058823529412,0.8054775280898876,ProdModel
0.7100000000000002,0.9991289198606271,0.6747058823529412,0.8054775280898876,ProdModel
0.7200000000000002,0.9991289198606271,0.6747058823529412,0.8054775280898876,ProdModel
0.7300000000000002,0.9991289198606271,0.6747058823529412,0.8054775280898876,ProdModel
0.7400000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873,ProdModel
0.7500000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873,ProdModel
0.7600000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873,ProdModel
0.7700000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873,ProdModel
0.7800000000000001,0.999128160418483,0.6741176470588235,0.8050579557428873,ProdModel
0.7900000000000001,0.999128160418483,0.6741176470588235,0.8050579557428873,ProdModel
0.8000000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873,ProdModel
0.8100000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873,ProdModel
0.8200000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873,ProdModel
0.8300000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873,ProdModel
0.8400000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873,ProdModel
0.8500000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873,ProdModel
0.8600000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873,ProdModel
0.8700000000000002,0.999128160418483,0.6741176470588235,0.8050579557428873,ProdModel
0.8800000000000002,1.0,0.6741176470588235,0.8053408292340126,ProdModel
0.8900000000000002,1.0,0.6741176470588235,0.8053408292340126,ProdModel
0.9000000000000002,1.0,0.6741176470588235,0.8053408292340126,ProdModel
0.9100000000000003,1.0,0.6741176470588235,0.8053408292340126,ProdModel
0.9200000000000003,1.0,0.6741176470588235,0.8053408292340126,ProdModel
0.9300000000000002,1.0,0.6741176470588235,0.8053408292340126,ProdModel
0.9400000000000002,1.0,0.6741176470588235,0.8053408292340126,ProdModel
0.9500000000000002,1.0,0.6741176470588235,0.8053408292340126,ProdModel
